id,chart_template_id:id,code,name,user_type_id:id,reconcile
tw_1900-00-00,l10n_tw_chart_template,1900-00-00,其他非流動資產,account.data_account_type_non_current_assets,FALSE
tw_1915-00-00,l10n_tw_chart_template,1915-00-00,預付設備款,account.data_account_type_non_current_assets,FALSE
tw_1915-01-00,l10n_tw_chart_template,1915-01-00,預付設備款,account.data_account_type_non_current_assets,FALSE
tw_1920-00-00,l10n_tw_chart_template,1920-00-00,存出保證金,account.data_account_type_non_current_assets,FALSE
tw_1920-01-00,l10n_tw_chart_template,1920-01-00,存出保證金,account.data_account_type_non_current_assets,FALSE
tw_1925-00-00,l10n_tw_chart_template,1925-00-00,遞延費用,account.data_account_type_non_current_assets,FALSE
tw_1925-01-00,l10n_tw_chart_template,1925-01-00,遞延費用,account.data_account_type_non_current_assets,FALSE
tw_1926-00-00,l10n_tw_chart_template,1926-00-00,合約取得成本,account.data_account_type_non_current_assets,FALSE
tw_1927-00-00,l10n_tw_chart_template,1927-00-00,其他遞延費用,account.data_account_type_non_current_assets,FALSE
tw_1930-00-00,l10n_tw_chart_template,1930-00-00,長期應收票據及款項,account.data_account_type_non_current_assets,FALSE
tw_1931-00-00,l10n_tw_chart_template,1931-00-00,長期應收票據,account.data_account_type_non_current_assets,FALSE
tw_1932-00-00,l10n_tw_chart_template,1932-00-00,長期應收款,account.data_account_type_non_current_assets,FALSE
tw_1937-00-00,l10n_tw_chart_template,1937-00-00,催收款項,account.data_account_type_non_current_assets,FALSE
tw_1939-00-00,l10n_tw_chart_template,1939-00-00,備抵呆帳-長期應收款項,account.data_account_type_non_current_assets,FALSE
tw_1940-00-00,l10n_tw_chart_template,1940-00-00,長期應收票據及款項-關係人,account.data_account_type_non_current_assets,FALSE
tw_1941-00-00,l10n_tw_chart_template,1941-00-00,長期應收票據-關係人,account.data_account_type_non_current_assets,FALSE
tw_1975-00-00,l10n_tw_chart_template,1975-00-00,預付退休金-非流動,account.data_account_type_non_current_assets,FALSE
tw_1980-00-00,l10n_tw_chart_template,1980-00-00,其它金融資產-非流動,account.data_account_type_non_current_assets,FALSE
tw_1981-00-00,l10n_tw_chart_template,1981-00-00,人壽保險現金解約價值,account.data_account_type_non_current_assets,FALSE
tw_1990-00-00,l10n_tw_chart_template,1990-00-00,其他非流動資產-其他,account.data_account_type_non_current_assets,FALSE
tw_1991-00-00,l10n_tw_chart_template,1991-00-00,遞延借項-聯屬公司間損失,account.data_account_type_non_current_assets,FALSE
tw_1995-00-00,l10n_tw_chart_template,1995-00-00,其他非流動資產-其他,account.data_account_type_non_current_assets,FALSE
tw_1996-00-00,l10n_tw_chart_template,1996-00-00,內部往來,account.data_account_type_current_liabilities,FALSE
tw_2100-00-00,l10n_tw_chart_template,2100-00-00,短期借款,account.data_account_type_current_liabilities,FALSE
tw_2101-00-00,l10n_tw_chart_template,2101-00-00,銀行透支,account.data_account_type_current_liabilities,FALSE
tw_2102-00-00,l10n_tw_chart_template,2102-00-00,銀行借款,account.data_account_type_current_liabilities,FALSE
tw_2108-00-00,l10n_tw_chart_template,2108-00-00,其他短期借款,account.data_account_type_current_liabilities,FALSE
tw_2110-00-00,l10n_tw_chart_template,2110-00-00,應付短期票券,account.data_account_type_current_liabilities,FALSE
tw_2111-00-00,l10n_tw_chart_template,2111-00-00,應付短期票券,account.data_account_type_current_liabilities,FALSE
tw_2119-00-00,l10n_tw_chart_template,2119-00-00,應付短期票券折價,account.data_account_type_current_liabilities,FALSE
tw_2120-00-00,l10n_tw_chart_template,2120-00-00,透過損益按公允價值衡量之金融負債-流動,account.data_account_type_current_liabilities,FALSE
tw_2121-00-00,l10n_tw_chart_template,2121-00-00,持有供交易金融負債-流動,account.data_account_type_current_liabilities,FALSE
